Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Text_Combined,Processed_Text_NLTK,Sentiment_Score_VADER,Sentiment_VADER,TextBlob_Subjectivity,TextBlob_Polarity,Sentiment_TextBlob
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",Contentment,2023-07-04 17:00:00,FamilyHostSenior,Instagram,35.0,70.0,USA,2023,7,4,17,hosted family dinner laughter echoed louder clinking utensils family heart happiness familydinner seniorhost heartwarmingmoments seniorfamily,host famili dinner laughter echo louder clink utensil famili heart happi familydinn seniorhost heartwarmingmo seniorfamili,0.7783,Positive,0.2,0.7,Positive
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Joy,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter,18.0,35.0,UK,2023,7,5,20,enrolled dance class seniors moving rhythm life age number dance floor danceclass seniordancer dancelife seniormoves,enrol danc class senior move rhythm life age number danc floor danceclass seniordanc dancelif seniormov,0.0772,Positive,0.0,0.0,Neutral
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",Joy,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,25.0,50.0,USA,2023,7,6,14,visited art gallery appreciating brushstrokes tell tales creativity art eternal companion artgallery seniorartlover creativeexpressions seniorart,visit art galleri appreci brushstrok tell tale creativ art etern companion artgalleri seniorartlov creativeexpress seniorart,0.6705,Positive,0.0,0.0,Neutral
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",Joy,2023-07-07 19:45:00,SeniorBookClub,Instagram,22.0,45.0,UK,2023,7,7,19,started book club seniors discussions lively characters novels bookclub seniorreaders bookishtalks seniorbookworms,start book club senior discuss live charact novel bookclub seniorread bookishtalk seniorbookworm,0.4404,Positive,0.5,0.13636363636363635,Positive
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",Contentment,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,30.0,60.0,Canada,2023,7,8,16,hosted picnic park basking warmth friendship sunshine simple joys timeless memories parkpicnic seniorjoy friendshipsunshine seniormemories,host picnic park bask warmth friendship sunshin simpl joy timeless memori parkpicn seniorjoy friendshipsunshin seniormemori,0.9062,Positive,0.35714285714285715,0.0,Neutral
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Joy,2023-07-09 22:30:00,SeniorActor,Facebook,20.0,40.0,USA,2023,7,9,22,participated local theater production proving stage belongs every age theaterproduction senioractor stagepassion seniortheater,particip local theater product prove stage belong everi age theaterproduct senioractor stagepass seniortheat,0.0,Neutral,0.0,0.0,Neutral
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",Excitement,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,28.0,55.0,UK,2023,7,10,14,embarked hiking adventure conquering trails relishing beauty nature age number mountaintop hikingadventure seniorhiker naturetrailblazer seniorexplorer,embark hike adventur conquer trail relish beauti natur age number mountaintop hikingadventur seniorhik naturetrailblaz seniorexplor,0.8402,Positive,0.0,0.0,Neutral
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,Gratitude,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,22.0,45.0,Canada,2023,7,11,18,hosted photography exhibition featuring snapshots life welllived every photo story tell photographyexhibition seniorphotographer lifeinpictures seniorexhibition,host photographi exhibit featur snapshot life wellliv everi photo stori tell photographyexhibit seniorphotograph lifeinpictur seniorexhibit,0.0,Neutral,0.0,0.0,Neutral
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",Excitement,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,25.0,50.0,USA,2023,7,12,13,joined seniors cycling club feeling wind hair freedom open road cyclingclub seniorcyclist openroadadventures seniorcycling,join senior cycl club feel wind hair freedom open road cyclingclub seniorcyclist openroadadventur seniorcycl,0.6908,Positive,0.5,0.0,Neutral
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",Joy,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,35.0,70.0,UK,2023,7,13,20,attended wine tasting event savoring richness flavors age like fine wine cheers golden years winetasting seniorwinelover agedtoperfection seniorcheers,attend wine tast event savor rich flavor age like fine wine cheer golden year winetast seniorwinelov agedtoperfect seniorch,0.8625,Positive,0.5,0.35833333333333334,Positive
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",Joy,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,20.0,40.0,USA,2023,7,14,16,started learning ballroom dancing gliding gracefully across dance floor ageless elegance every step ballroomdancing seniordancer gracefulmoves seniordance,start learn ballroom danc glide grace across danc floor ageless eleg everi step ballroomdanc seniordanc gracefulmov seniord,0.7579,Positive,0.0,0.0,Neutral
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",Joy,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,28.0,55.0,Canada,2023,7,15,19,organized community painting event turning blank canvases masterpiece shared creativity paintingevent seniorartist communityart seniorcreativity,organ commun paint event turn blank canvas masterpiec share creativ paintingev seniorartist communityart seniorcr,0.8442,Positive,0.0,0.0,Neutral
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",Gratitude,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,30.0,60.0,USA,2023,7,16,14,hosted memory lane evening old friends reminiscing adventures shaped lives memorylane seniorreminiscing friendshipadventures seniornostalgia,host memori lane even old friend reminisc adventur shape live memorylan seniorreminisc friendshipadventur seniornostalgia,0.6705,Positive,0.2,0.1,Positive
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",Curiosity,2023-07-17 22:15:00,SeniorStargazer,Twitter,18.0,35.0,UK,2023,7,17,22,joined seniors astronomy club stargazing finding wonder vastness cosmos astronomyclub seniorstargazer celestialwonders seniorastronomy,join senior astronomi club stargaz find wonder vast cosmo astronomyclub seniorstargaz celestialwond seniorastronomi,0.0,Neutral,0.0,0.0,Neutral
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",Joy,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,25.0,50.0,USA,2023,7,18,16,attended local jazz festival tapping toes tunes stood test time music lifelong love affair jazzfestival seniormusiclover timelesstunes seniorjazz,attend local jazz festiv tap toe tune stood test time music lifelong love affair jazzfestiv seniormusiclov timelesstun seniorjazz,0.8126,Positive,0.39999999999999997,0.13333333333333333,Positive
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",Gratitude,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,22.0,45.0,UK,2023,7,19,19,started blog sharing wisdom gained years proving every day chance learn grow seniorwisdom blog lifelessons seniorblog,start blog share wisdom gain year prove everi day chanc learn grow seniorwisdom blog lifelesson seniorblog,0.8689,Positive,0.0,0.0,Neutral
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",Excitement,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,30.0,60.0,Canada,2023,7,20,17,participated charity run proving age barrier supporting meaningful causes charityrun seniorrunner runforacause seniorsupport,particip chariti run prove age barrier support meaning caus charityrun seniorrunn runforacaus seniorsupport,0.7579,Positive,0.375,0.375,Positive
"Survived a challenging physics exam. Equations, you won't defeat me!",Relief,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,20.0,40.0,USA,2023,8,1,13,survived challenging physics exam equations wont defeat physicssurvivor highschooladventures,surviv challeng physic exam equat wont defeat physicssurvivor highschooladventur,0.7491,Positive,1.0,0.5,Positive
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,Excitement,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,25.0,50.0,UK,2023,8,2,14,exploring world coding debugging adventure codingjourney highschoolcoder codingadventure highschoolcoderlife,explor world code debug adventur codingjourney highschoolcod codingadventur highschoolcoderlif,0.3182,Positive,0.0,0.0,Neutral
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Excitement,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,18.0,35.0,Canada,2023,8,3,12,joined school debate team words weapons im ready battle debatewarrior highschooldebater,join school debat team word weapon im readi battl debatewarrior highschooldebat,-0.4588,Negative,0.5,0.2,Positive
"Started a photography club at school. Capturing moments, one snapshot at a time!",Joy,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,22.0,45.0,USA,2023,8,4,16,started photography club school capturing moments one snapshot time photographyclub highschoolphotographer,start photographi club school captur moment one snapshot time photographyclub highschoolphotograph,0.0,Neutral,0.0,0.0,Neutral
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making!",Excitement,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter,30.0,60.0,Canada,2023,8,5,19,daydreaming upcoming prom dress dance fairytale making promdreams highschoolfairytale,daydream upcom prom dress danc fairytal make promdream highschoolfairytal,0.0,Neutral,0.0,0.0,Neutral
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,Positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook,28.0,55.0,USA,2023,8,6,14,convinced teacher class outdoors learning equations side fresh air outdoorclassroom highschoolexplorer,convinc teacher class outdoor learn equat side fresh air outdoorclassroom highschoolexplor,0.6124,Positive,0.5,0.3,Positive
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",Embarrassed,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram,22.0,45.0,UK,2023,8,7,19,accidentally spilled paint art class abstract art right artclassadventures highschoolartist artisticmishaps highschoolart,accident spill paint art class abstract art right artclassadventur highschoolartist artisticmishap highschoolart,-0.34,Negative,0.5357142857142857,0.2857142857142857,Positive
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,Excitement,2023-08-08 16:00:00,SkateProHighSchool,Twitter,30.0,60.0,Canada,2023,8,8,16,trying master perfect kickflip skateboard skating weekend like pro skaterlife highschoolskater,tri master perfect kickflip skateboard skate weekend like pro skaterlif highschoolskat,0.7351,Positive,1.0,1.0,Positive
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,Joy,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook,20.0,40.0,USA,2023,8,9,22,bonding friends latest kpop sensation fangirling finest kpopfangirl highschoolmusic,bond friend latest kpop sensat fangirl finest kpopfangirl highschoolmus,0.4767,Positive,0.9,0.5,Positive
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,Joy,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram,28.0,55.0,UK,2023,8,10,14,spent hours perfecting chemistry experiment mixing potions like wizard chemistrywizard highschoolscientist,spent hour perfect chemistri experi mix potion like wizard chemistrywizard highschoolscientist,0.7003,Positive,0.1,-0.1,Negative
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,Joy,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter,22.0,45.0,Canada,2023,8,11,18,successfully organized surprise birthday party friend party planning expert mode achieved birthdayparty highschoolcelebration,success organ surpris birthday parti friend parti plan expert mode achiev birthdayparti highschoolcelebr,0.9169,Positive,0.95,0.75,Positive
"Joined the drama club to unleash my inner actor. Lights, camera, action!",Excitement,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook,25.0,50.0,USA,2023,8,12,13,joined drama club unleash inner actor lights camera action dramaclubstar highschoolactor,join drama club unleash inner actor light camera action dramaclubstar highschoolactor,0.0,Neutral,0.13333333333333333,0.05,Positive
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,Excitement,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram,35.0,70.0,UK,2023,8,13,20,got hands latest fantasy novel diving realms magic adventure fantasybooknerd highschoolreader,got hand latest fantasi novel dive realm magic adventur fantasybooknerd highschoolread,0.5994,Positive,0.95,0.5,Positive
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,Joy,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter,20.0,40.0,USA,2023,8,14,16,mastering art perfect doodle boring classes doodles doodlemaster highschoolart,master art perfect doodl bore class doodl doodlemast highschoolart,0.34,Positive,1.0,0.0,Neutral
Attempting to break the school record for the longest handstand. Wish me luck!,Excitement,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook,28.0,55.0,Canada,2023,8,15,19,attempting break school record longest handstand wish luck handstandchallenge highschoolathlete,attempt break school record longest handstand wish luck handstandchalleng highschoolathlet,0.6908,Positive,0.0,0.0,Neutral
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram,30.0,60.0,USA,2023,8,16,14,sneaking snacks class like pro art snacksmuggling sacred skill snacksmuggler highschoolsnacks,sneak snack class like pro art snacksmuggl sacr skill snacksmuggl highschoolsnack,0.3612,Positive,0.0,0.0,Neutral
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter,18.0,35.0,UK,2023,8,17,22,hosting sleepover friends weekend preparing night laughter memories sleepoverfun highschoolmemories,host sleepov friend weekend prepar night laughter memori sleepoverfun highschoolmemori,0.743,Positive,0.0,0.0,Neutral
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",Embarrassed,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook,25.0,50.0,USA,2023,8,18,16,spent hours tiktok dance realize two left feet dance fail unleashed dancefail highschooltiktok,spent hour tiktok danc realiz two left feet danc fail unleash dancefail highschooltiktok,-0.5423,Negative,0.1333333333333333,-0.19999999999999998,Negative
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram,22.0,45.0,UK,2023,8,19,19,accidentally liked crushs old photo stalking profile awkward level maximum socialmediablunder highschoolawkward,accident like crush old photo stalk profil awkward level maximum socialmediablund highschoolawkward,-0.0516,Negative,0.6666666666666666,0.033333333333333326,Neutral
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,2023-08-20 17:00:00,CrushFailHighSchool,Twitter,30.0,60.0,Canada,2023,8,20,17,tried impress crush smooth conversation ended spilling drink smooth level nonexistent crushfail highschoolembarrassment,tri impress crush smooth convers end spill drink smooth level nonexist crushfail highschoolembarrass,0.3182,Positive,0.5,0.4,Positive
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram,15.0,30.0,USA,2023,8,21,15,mastered art creating paper airplanes lecture paper planes soaring new heights paperplaneexpert highschoolart,master art creat paper airplan lectur paper plane soar new height paperplaneexpert highschoolart,0.296,Positive,0.45454545454545453,0.13636363636363635,Positive
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,2023-08-22 12:30:00,JugglingProHighSchool,Facebook,22.0,40.0,Canada,2023,8,22,12,trying set new trend juggling textbooks classes academic juggling unique skill textbookjuggling highschoolskills,tri set new trend juggl textbook class academ juggl uniqu skill textbookjuggl highschoolskil,0.0,Neutral,0.48484848484848486,0.17045454545454544,Positive
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter,28.0,55.0,USA,2023,8,23,16,hiding snack stash backpack emergency cravings snack ninja mode activated snackninja highschoolsnacks,hide snack stash backpack emerg crave snack ninja mode activ snackninja highschoolsnack,-0.5859,Negative,0.0,0.0,Neutral
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram,20.0,38.0,UK,2023,8,24,18,planning surprise scavenger hunt friends anticipating thrill excitement surpriseadventure highschoolfun,plan surpris scaveng hunt friend anticip thrill excit surpriseadventur highschoolfun,0.872,Positive,0.0,0.0,Neutral
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook,25.0,50.0,Canada,2023,8,25,14,danced rain celebrate end exams rain dance unexpectedly refreshing raindance highschooljoy,danc rain celebr end exam rain danc unexpectedli refresh raindanc highschooljoy,0.5719,Positive,1.0,0.5,Positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter,18.0,35.0,USA,2023,8,26,17,accidentally sent text meant friend class group chat texting fail oops moment textingfail highschoolawkward,accident sent text meant friend class group chat text fail oop moment textingfail highschoolawkward,-0.4019,Negative,0.29999999999999993,-0.5,Negative
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,2023-08-27 20:45:00,MagicFailHighSchool,Instagram,22.0,45.0,UK,2023,8,27,20,tried magic trick impress classmates magic fail rabbit go magicfail highschoolmagic,tri magic trick impress classmat magic fail rabbit go magicfail highschoolmag,-0.2023,Negative,0.7666666666666666,0.16666666666666666,Positive
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter,18.0,36.0,USA,2023,8,28,16,perfecting art creating origami dull lecture origami mastery origamimaster highschoolart,perfect art creat origami dull lectur origami masteri origamimast highschoolart,0.4215,Positive,0.5,-0.2916666666666667,Negative
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram,26.0,48.0,Canada,2023,8,29,13,attempting set new record consecutive hacky sack kicks hacky sack skills unleashed hackysackchallenge highschoolathlete,attempt set new record consecut hacki sack kick hacki sack skill unleash hackysackchalleng highschoolathlet,0.0,Neutral,0.45454545454545453,0.13636363636363635,Positive
Creating a secret handshake with friends. Friendship level: Expert!,Joy,2023-08-30 17:30:00,SecretHandshakeHighSchool,Facebook,20.0,40.0,USA,2023,8,30,17,creating secret handshake friends friendship level expert friendshipgoals highschoolmemories,creat secret handshak friend friendship level expert friendshipgo highschoolmemori,0.802,Positive,0.7,-0.4,Negative
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,2023-08-31 20:15:00,BurgerQuestHighSchool,Twitter,24.0,42.0,UK,2023,8,31,20,embarking mission find best burger joint town burger connoisseur reporting duty burgerquest highschoolfoodie,embark mission find best burger joint town burger connoisseur report duti burgerquest highschoolfoodi,0.6369,Positive,0.3,1.0,Positive
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,2023-09-01 14:45:00,ComedyGeniusHighSchool,Instagram,21.0,39.0,Canada,2023,9,1,14,practicing standup comedy routine upcoming talent show comedy gig making standupcomedy highschooltalent,practic standup comedi routin upcom talent show comedi gig make standupcomedi highschooltal,0.7783,Positive,0.0,0.0,Neutral
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,2023-09-02 18:30:00,LoveLetterBlunderHighSchool,Facebook,17.0,33.0,USA,2023,9,2,18,accidentally sent love letter wrong person love note fail maximum embarrassment loveletterfail highschoolawkward,accident sent love letter wrong person love note fail maximum embarrass loveletterfail highschoolawkward,-0.3612,Negative,0.6,0.0,Neutral
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,2023-09-03 22:00:00,ScienceExperimentProHighSchool,Twitter,23.0,44.0,UK,2023,9,3,22,attempting impress teacher elaborate science experiment science geek mode activated sciencegeek highschoolexperiments,attempt impress teacher elabor scienc experi scienc geek mode activ sciencegeek highschoolexperi,0.2732,Positive,1.0,0.5,Positive
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,2023-09-04 15:15:00,BraceletCraftsmanHighSchool,Instagram,19.0,37.0,USA,2023,9,4,15,crafting intricate friendship bracelets whole squad friendship level expert weaver friendshipbracelets highschoolcrafts,craft intric friendship bracelet whole squad friendship level expert weaver friendshipbracelet highschoolcraft,0.7506,Positive,0.4,0.2,Positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,2023-09-05 12:30:00,CartwheelMasterHighSchool,Twitter,27.0,52.0,Canada,2023,9,5,12,attempting beat record consecutive cartwheels cartwheel challenge underway cartwheelchallenge highschoolathlete,attempt beat record consecut cartwheel cartwheel challeng underway cartwheelchalleng highschoolathlet,0.0772,Positive,0.0,0.0,Neutral
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,2023-09-06 16:45:00,MovieMarathonHostHighSchool,Facebook,22.0,43.0,UK,2023,9,6,16,organizing movie marathon friends popcorn cinematic adventures await movienight highschoolmemories,organ movi marathon friend popcorn cinemat adventur await movienight highschoolmemori,0.7096,Positive,0.2,0.0,Neutral
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,2023-09-07 18:20:00,HairColorExperimentHighSchool,Instagram,20.0,39.0,USA,2023,9,7,18,experimenting new hair color bold change bold semester hairexperiment highschoolstyle,experi new hair color bold chang bold semest hairexperi highschoolstyl,0.6369,Positive,0.5959595959595959,0.2676767676767677,Positive
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,2023-09-08 14:15:00,TimeCapsuleCreatorHighSchool,Facebook,26.0,48.0,Canada,2023,9,8,14,building time capsule capture memories future timetraveling emotions timecapsule highschoolnostalgia,build time capsul captur memori futur timetravel emot timecapsul highschoolnostalgia,0.0,Neutral,0.125,0.0,Neutral
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,2023-09-09 17:30:00,ClassroomBlunderHighSchool,Twitter,16.0,32.0,USA,2023,9,9,17,accidentally walked wrong classroom first day classroom mixup awkward start firstdayoops highschoolembarrassment,accident walk wrong classroom first day classroom mixup awkward start firstdayoop highschoolembarrass,-0.7269,Negative,0.7444444444444445,-0.2833333333333333,Negative
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,2023-09-10 20:45:00,SmoothieConnoisseurHighSchool,Instagram,23.0,42.0,UK,2023,9,10,20,trying new smoothie recipe healthy start week smoothie enthusiast level healthyliving highschoolwellness,tri new smoothi recip healthi start week smoothi enthusiast level healthyliv highschoolwel,0.6369,Positive,0.4772727272727273,0.3181818181818182,Positive
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,2023-09-11 15:45:00,OverwhelmedHighSchoolStudent,Twitter,15.0,28.0,USA,2023,9,11,15,reflecting challenges school year feeling bit overwhelmed assignments schoolchallenges highschoolstruggles,reflect challeng school year feel bit overwhelm assign schoolchalleng highschoolstruggl,0.25,Positive,0.0,0.0,Neutral
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,2023-09-12 12:30:00,DealingWithHateHighSchool,Instagram,18.0,36.0,Canada,2023,9,12,12,encountered meanspirited comments online dealing online hate never easy onlinehate highschoolreality,encount meanspirit comment onlin deal onlin hate never easi onlineh highschoolr,-0.7274,Negative,0.8666666666666667,-0.5083333333333333,Negative
Had a bad day at school. Everything seems to be going wrong.,Bad,2023-09-13 16:45:00,ToughDayHighSchool,Facebook,20.0,40.0,UK,2023,9,13,16,bad day school everything seems going wrong badday highschoolblues,bad day school everyth seem go wrong badday highschoolblu,-0.765,Negative,0.7833333333333333,-0.5999999999999999,Negative
Feeling down after not making the sports team. Disappointment lingers.,Sad,2023-09-14 18:20:00,SportsTeamRejectionHighSchool,Twitter,17.0,34.0,USA,2023,9,14,18,feeling making sports team disappointment lingers disappointment highschoolsports,feel make sport team disappoint linger disappoint highschoolsport,-0.7269,Negative,0.4,-0.6,Negative
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,2023-09-15 14:15:00,CafeteriaConflictHighSchool,Instagram,21.0,41.0,Canada,2023,9,15,14,witnessed heated argument cafeteria unpleasant atmosphere lunch cafeteriadrama highschooltension,wit heat argument cafeteria unpleas atmospher lunch cafeteriadrama highschooltens,-0.6808,Negative,0.95,-0.6499999999999999,Negative
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,2023-09-16 17:30:00,ProjectGradeDisappointmentHighSchool,Facebook,19.0,38.0,UK,2023,9,16,17,received notsogreat grade major project academic frustration setting academicfrustration highschoolstress,receiv notsogreat grade major project academ frustrat set academicfrustr highschoolstress,-0.4767,Negative,0.25,0.03125,Neutral
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,2023-09-17 20:45:00,PersonalSetbackHighSchool,Twitter,22.0,44.0,USA,2023,9,17,20,dealing personal setback sometimes life throws unexpected challenges lifechallenges highschoolstruggles,deal person setback sometim life throw unexpect challeng lifechalleng highschoolstruggl,0.0772,Positive,0.65,0.05,Positive
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,2023-09-18 22:00:00,LonelySaturdayHighSchool,Instagram,16.0,31.0,Canada,2023,9,18,22,feeling lonely saturday night sometimes solitude hits harder expected lonelynights highschoolemotions,feel lone saturday night sometim solitud hit harder expect lonelynight highschoolemot,-0.25,Negative,0.3666666666666667,-0.09999999999999999,Negative
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,2023-09-19 15:15:00,CyberbullyingVictimHighSchool,Facebook,14.0,27.0,UK,2023,9,19,15,experiencing cyberbullying hateful messages online disheartening stopcyberbullying highschoolreality,experienc cyberbulli hate messag onlin dishearten stopcyberbulli highschoolr,-0.7184,Negative,0.0,0.0,Neutral
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,2023-09-20 12:30:00,RainyDayBluesHighSchool,Twitter,18.0,35.0,USA,2023,9,20,12,caught torrential rainstorm without umbrella todays weather bad luck badluck highschoolweather,caught torrenti rainstorm without umbrella today weather bad luck badluck highschoolweath,-0.128,Negative,0.6666666666666666,-0.6999999999999998,Negative
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,2023-09-21 16:45:00,MissedOpportunityHighSchool,Instagram,20.0,39.0,Canada,2023,9,21,16,missing important event due unforeseen circumstances day filled sadness missedchances highschoolregret,miss import event due unforeseen circumst day fill sad missedch highschoolregret,-0.5106,Negative,0.58125,0.11875000000000001,Positive
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,2023-09-22 18:20:00,RumorVictimHighSchool,Facebook,23.0,46.0,UK,2023,9,22,18,dealing unfounded rumors circulating personal life rumors hurtful rumormills highschooldrama,deal unfound rumor circul person life rumor hurt rumormil highschooldrama,-0.5267,Negative,0.3,0.0,Neutral
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,2023-09-23 14:15:00,FlatTireWoesHighSchool,Twitter,25.0,50.0,USA,2023,9,23,14,got flat tire way important meeting talk series bad events badluckday highschoolstruggles,got flat tire way import meet talk seri bad event badluckday highschoolstruggl,-0.4019,Negative,0.5972222222222222,-0.10833333333333328,Negative
